ax,ay,az,gx,gy,gz,mx,my,mz,lax,lay,laz,q1,q2,q3,q4
-0.02505493,-0.04629516,-0.03497314,0.00113678,-0.00301075,0.0009307861,0.4507843,0.2889621,0.767673,0.0002412796,-0.00300312,0.002339363,0.4035607,-0.4962188,0.7431464,-0.196565
-0.02490234,-0.04541015,-0.0352478,0.0009231567,-0.002797127,0.0008392334,0.4507843,0.2889621,0.767673,0.0004138947,-0.002108574,0.002039909,0.4038133,-0.4961811,0.743038,-0.1965512
-0.02471923,-0.04483031,-0.03598022,0.001075745,-0.002980232,0.001144409,0.4507843,0.2889621,0.767673,0.0006189346,-0.001521111,0.001284599,0.4040644,-0.49613,0.742945,-0.1965153
-0.02502441,-0.04486083,-0.03683471,0.001045227,-0.003071785,0.0007476807,0.4687845,0.2589621,0.767673,0.000333786,-0.001544952,0.0004081726,0.4043014,-0.4961058,0.7428433,-0.1964735
-0.02468872,-0.04528808,-0.03692626,0.001045227,-0.002766609,0.0009002686,0.4687845,0.2589621,0.767673,0.0006866455,-0.001964569,0.000295639,0.4045178,-0.496074,0.7427526,-0.1964513
-0.02554321,-0.04486083,-0.03643798,0.0009536743,-0.003102303,0.001113892,0.4687845,0.2589621,0.767673,-0.0001430511,-0.001531601,0.0007610321,0.4047738,-0.4960243,0.7426634,-0.1963866
-0.02487182,-0.04418945,-0.03616332,0.001045227,-0.003285408,0.001052856,0.4507843,0.3039621,0.7916729,0.0005521774,-0.0008544922,0.001012802,0.405031,-0.4959835,0.7425669,-0.196324
-0.02481079,-0.04504394,-0.03662109,0.001167297,-0.003468513,0.001083374,0.4507843,0.3039621,0.7916729,0.0006370544,-0.001702309,0.0005302429,0.4052981,-0.4959455,0.74246,-0.196273
-0.02526855,-0.04486083,-0.03582763,0.001014709,-0.003956795,0.001358032,0.4507843,0.3039621,0.7916729,0.0002098083,-0.001513481,0.001296043,0.4056125,-0.4958937,0.7423466,-0.1961827
-0.02340698,-0.04458617,-0.03546142,0.001014709,-0.004078865,0.001052856,0.4387845,0.276962,0.7646732,0.002094269,-0.00123024,0.001636505,0.405901,-0.4958813,0.7422116,-0.1961282
-0.02395629,-0.04486083,-0.03463744,0.000831604,-0.004323006,0.001358032,0.4387845,0.276962,0.7646732,0.001574516,-0.001496315,0.002430916,0.4062274,-0.4958501,0.742075,-0.1960479
-0.02426147,-0.04547118,-0.03494262,0.001106262,-0.004689217,0.0009918213,0.4387845,0.276962,0.7646732,0.001297951,-0.002096176,0.002093315,0.4065815,-0.4958366,0.7419071,-0.1959837
-0.02487182,-0.04574584,-0.03485107,0.00138092,-0.005208015,0.001174927,0.4567844,0.291962,0.7946731,0.0007219315,-0.002358437,0.002146721,0.4069907,-0.495805,0.7417245,-0.1959048
-0.02511596,-0.04586791,-0.03482055,0.001228333,-0.005818367,0.001052856,0.4567844,0.291962,0.7946731,0.0005149841,-0.002469063,0.002137184,0.407431,-0.4957919,0.74152,-0.1957963
-0.02444457,-0.04736327,-0.03475951,0.001197815,-0.005879402,0.001052856,0.4567844,0.291962,0.7946731,0.001220703,-0.003949165,0.002157211,0.4078711,-0.4957918,0.7412972,-0.1957235
-0.02548217,-0.04629516,-0.03430175,0.00125885,-0.005970955,0.001022339,0.4507843,0.2949622,0.8006729,0.0002212524,-0.002868652,0.002573013,0.4083368,-0.4957762,0.741079,-0.1956181
-0.02645873,-0.04556274,-0.03469848,0.001472473,-0.005757332,0.001144409,0.4507843,0.2949622,0.8006729,-0.0007133484,-0.002124786,0.002134323,0.4088029,-0.4957336,0.7408829,-0.1954947
-0.02734374,-0.04556274,-0.03424072,0.00138092,-0.005391121,0.0006561279,0.4507843,0.2949622,0.8006729,-0.001558304,-0.002113342,0.002551079,0.4092604,-0.4957031,0.7406798,-0.1953841
-0.02664184,-0.04687499,-0.03518676,0.001106262,-0.005116463,0.001022339,0.4387845,0.291962,0.7796732,-0.0008211136,-0.003415108,0.001566887,0.4096734,-0.4956739,0.7404972,-0.1952844
-0.02740478,-0.04626464,-0.03564452,0.001228333,-0.004780769,0.0009307861,0.4387845,0.291962,0.7796732,-0.001547813,-0.002796173,0.001073837,0.4100695,-0.4956341,0.7403324,-0.1951784
-0.02783203,-0.04684447,-0.03530883,0.001167297,-0.003926277,0.001174927,0.4387845,0.291962,0.7796732,-0.001941681,-0.003367424,0.001376152,0.4104351,-0.495564,0.7401972,-0.1950999
-0.02688598,-0.04666137,-0.03579711,0.001075745,-0.003621101,0.0009918213,0.4477844,0.276962,0.7886731,-0.0009689331,-0.003175735,0.0008583069,0.4107488,-0.4955173,0.7400696,-0.1950422
-0.02688598,-0.04650878,-0.03656005,0.00113678,-0.003346443,0.0009918213,0.4477844,0.276962,0.7886731,-0.0009431839,-0.003016472,6.866455e-05,0.4110322,-0.4954695,0.7399583,-0.1949883
-0.02648925,-0.04742431,-0.03619384,0.0009231567,-0.003163338,0.001022339,0.4477844,0.276962,0.7886731,-0.0005245209,-0.003922462,0.0004091263,0.4113028,-0.4954288,0.7398438,-0.1949556
-0.025177,-0.04541015,-0.03689574,0.001319885,-0.003437996,0.0008087158,0.4567844,0.306962,0.7946731,0.0008068085,-0.001900673,-0.0003166199,0.4115504,-0.4954084,0.7397288,-0.1949208
-0.02566528,-0.04605102,-0.03683471,0.001289368,-0.003346443,0.0008392334,0.4567844,0.306962,0.7946731,0.0003395081,-0.002532959,-0.0002803802,0.411805,-0.4953812,0.7396132,-0.1948906
-0.02612304,-0.04534911,-0.0369873,0.001106262,-0.003376961,0.001144409,0.4567844,0.306962,0.7946731,-9.441376e-05,-0.001826286,-0.0004558563,0.4120583,-0.4953374,0.7395208,-0.194817
-0.02685546,-0.04470824,-0.03692626,0.001472473,-0.003560066,0.0007476807,0.4567844,0.306962,0.7946731,-0.0008010864,-0.001179695,-0.0004196167,0.4123386,-0.495297,0.7394103,-0.1947457
-0.02722167,-0.04476928,-0.03695678,0.001533508,-0.003102303,0.0009002686,0.4567844,0.306962,0.7946731,-0.001142502,-0.001235008,-0.0004749298,0.4126028,-0.4952355,0.73932,-0.1946849
-0.02764892,-0.04568481,-0.03616332,0.001716614,-0.003163338,0.000869751,0.4567844,0.306962,0.7946731,-0.001543045,-0.002141953,0.0002889633,0.4129046,-0.495163,0.7392092,-0.1946498
-0.02725219,-0.04507446,-0.03753661,0.002082825,-0.002491951,0.0005645752,0.4477844,0.3009622,0.7706729,-0.001128197,-0.001522064,-0.00110817,0.413139,-0.4950988,0.7391202,-0.1946531
-0.02722167,-0.04501342,-0.03677367,0.002082825,-0.00212574,0.0005340576,0.4477844,0.3009622,0.7706729,-0.001081467,-0.001450539,-0.0003700256,0.4133656,-0.4950266,0.7390353,-0.1946776
-0.02713012,-0.04541015,-0.03677367,0.002510071,-0.001912117,0.0003814697,0.4477844,0.3009622,0.7706729,-0.0009756088,-0.001832962,-0.0003967285,0.4135941,-0.4949486,0.7389412,-0.1947476
-0.02819824,-0.04504394,-0.03723144,0.002540588,-0.001667976,0.0002593994,0.4507843,0.2649622,0.8156729,-0.002028465,-0.001454353,-0.0008802414,0.4138142,-0.4948623,0.7388612,-0.1948024
-0.02798461,-0.04565429,-0.03753661,0.002815247,-0.001149178,0.0001068115,0.4507843,0.2649622,0.8156729,-0.001806259,-0.002049446,-0.001210213,0.4140065,-0.4947742,0.7387843,-0.1949088
-0.02850341,-0.04455566,-0.03753661,0.00327301,-0.0008745193,0.0002288818,0.4507843,0.2649622,0.8156729,-0.002313614,-0.0009365082,-0.001235962,0.4142035,-0.4946523,0.7387266,-0.195018
-0.02819824,-0.04565429,-0.03753661,0.003334045,-0.0005998611,-7.43866e-05,0.4747843,0.3189621,0.776673,-0.002002716,-0.002016068,-0.001262665,0.4143837,-0.4945478,0.7386538,-0.1951756
-0.0279541,-0.0465393,-0.03735351,0.00315094,-0.0003862381,1.525879e-05,0.4747843,0.3189621,0.776673,-0.001754761,-0.002882004,-0.001105309,0.4145505,-0.4944445,0.7385832,-0.1953496
-0.02777099,-0.04516601,-0.03726196,0.003486633,-8.106232e-05,-0.0002574921,0.4747843,0.3189621,0.776673,-0.001570702,-0.001488686,-0.001038551,0.4146982,-0.4943404,0.7385193,-0.195541
-0.02789306,-0.04586791,-0.03692626,0.003578186,-0.0002641678,-0.0005626678,0.4687845,0.2649622,0.767673,-0.001692772,-0.002167702,-0.0007305145,0.4148674,-0.4942513,0.7384275,-0.1957535
-0.0274353,-0.04592895,-0.0366516,0.003852844,-0.0001115799,-0.0002880096,0.4687845,0.2649622,0.767673,-0.001235008,-0.002203941,-0.0004854202,0.4150397,-0.4941399,0.7383426,-0.1959895
-0.0276184,-0.04605102,-0.03692626,0.003791809,0.000161171,-0.0004711151,0.4687845,0.2649622,0.767673,-0.001420975,-0.00230217,-0.000787735,0.4151892,-0.4940363,0.7382629,-0.1962337
-0.02780151,-0.04528808,-0.03671264,0.003700256,-0.0001420975,-0.0003795624,0.4597842,0.2949622,0.7916729,-0.001603127,-0.001516342,-0.0006017685,0.4153557,-0.49393,0.7381848,-0.1964427
-0.02740478,-0.04544067,-0.03738403,0.003761292,-0.0001420975,-0.0005931854,0.4597842,0.2949622,0.7916729,-0.001209259,-0.001646042,-0.001298904,0.4155013,-0.4938432,0.7381017,-0.1966645
-0.02725219,-0.04663085,-0.0375061,0.003822327,0.0004053116,-0.0005016327,0.4597842,0.2949622,0.7916729,-0.001063347,-0.002811432,-0.001446724,0.4156215,-0.4937462,0.738028,-0.1969298
-0.02688598,-0.04635619,-0.03656005,0.003852844,0.0005578995,-0.0006847382,0.4837845,0.2799622,0.7916729,-0.000705719,-0.002510071,-0.0005273819,0.4157417,-0.4936542,0.737945,-0.1972179
-0.0256958,-0.04562377,-0.03637695,0.003730774,0.0004968643,-0.000623703,0.4837845,0.2799622,0.7916729,0.0004739761,-0.001750946,-0.000369072,0.4158399,-0.4935753,0.737866,-0.1975031
-0.02655029,-0.04574584,-0.03463744,0.004005432,0.0006799698,-0.00041008,0.4837845,0.2799622,0.7916729,-0.0003871918,-0.001844406,0.001339912,0.4159906,-0.4934517,0.7377824,-0.1978066
-0.02703857,-0.04534911,-0.03533935,0.004371643,0.001503944,-0.0006847382,0.4747843,0.2949622,0.7826731,-0.0008859634,-0.001418114,0.0006103516,0.416096,-0.4933169,0.7377216,-0.198147
-0.02728271,-0.04483031,-0.03350829,0.004096985,0.00168705,-0.00041008,0.4747843,0.2949622,0.7826731,-0.001137733,-0.0008707047,0.002411842,0.4162217,-0.4931569,0.73767,-0.1984729
-0.0270996,-0.04373168,-0.0352478,0.004096985,0.001900673,-0.00041008,0.4747843,0.2949622,0.7826731,-0.0009632111,0.00025177,0.0006504059,0.4162956,-0.4930046,0.7376522,-0.1987726
-0.02807617,-0.04440307,-0.03576659,0.004554749,0.002236366,-0.0005626678,0.4837845,0.3039621,0.7826731,-0.001950264,-0.0003938675,0.0001077652,0.4163704,-0.4928338,0.7376346,-0.1991049
-0.02716064,-0.04394531,-0.03604125,0.004798889,0.002419472,-0.0007457733,0.4837845,0.3039621,0.7826731,-0.001049995,9.155273e-05,-0.0001897812,0.4164169,-0.4926746,0.7376166,-0.1994676
-0.02645873,-0.04522704,-0.0364685,0.005012512,0.00193119,-0.0005626678,0.4837845,0.3039621,0.7826731,-0.0003633499,-0.001159668,-0.0006437302,0.4164885,-0.4925197,0.7375766,-0.1998486
-0.02627563,-0.044281,-0.03570556,0.004829407,0.001717567,-0.0003490448,0.4567844,0.3009622,0.8096731,-0.0001907349,-0.0001859665,9.250641e-05,0.4165741,-0.4923571,0.7375423,-0.2001968
-0.02642822,-0.04534911,-0.03555297,0.005073547,0.001656532,-0.0007762909,0.4567844,0.3009622,0.8096731,-0.0003576279,-0.001220703,0.0002155304,0.4166774,-0.492211,0.7374756,-0.200587
-0.02645873,-0.04562377,-0.03521728,0.005348206,0.001351357,-0.0005016327,0.4567844,0.3009622,0.8096731,-0.0003995895,-0.001461029,0.0005159378,0.4168203,-0.4920434,0.7373999,-0.2009789
-0.02532958,-0.0432434,-0.03570556,0.005317688,0.0008935928,-0.000837326,0.4927844,0.2889621,0.7826731,0.0007181168,0.0009498596,-1.907349e-06,0.4169387,-0.4919145,0.7373223,-0.2013335
-0.0248413,-0.04461669,-0.03457641,0.005378723,0.0006799698,-0.0005016327,0.4927844,0.2889621,0.7826731,0.001195908,-0.0003881454,0.001091003,0.417098,-0.4917698,0.7372242,-0.2017159
-0.02532958,-0.04452514,-0.03546142,0.005378723,0.0001916885,-0.0007152557,0.4927844,0.2889621,0.7826731,0.0006999969,-0.0002632141,0.0001707077,0.417271,-0.491644,0.7371141,-0.2020669
-0.02532958,-0.04516601,-0.03475951,0.005348206,-0.0003252029,-0.0005321503,0.4507843,0.3189621,0.8006729,0.0006952286,-0.0008687973,0.0008325577,0.4174915,-0.4915138,0.7369825,-0.2024081
-0.02548217,-0.04507446,-0.03454589,0.005622864,-0.0004472733,-0.0006847382,0.4507843,0.3189621,0.8006729,0.000538826,-0.0007400513,0.001002312,0.417732,-0.4913819,0.736837,-0.2027616
-0.0263977,-0.04348754,-0.03433227,0.005256653,-0.0002031326,-0.0005321503,0.4507843,0.3189621,0.8006729,-0.0003757477,0.0008764267,0.001177788,0.417957,-0.4912333,0.7367277,-0.2030554
-0.02655029,-0.04501342,-0.03366088,0.005073547,-5.054474e-05,-0.0008678436,0.4687845,0.2799622,0.7916729,-0.0005311966,-0.0006151199,0.00180912,0.4181853,-0.4911041,0.7365932,-0.2033855
-0.02606201,-0.04467773,-0.03311156,0.005195618,-0.0001420975,-0.0003795624,0.4687845,0.2799622,0.7916729,-4.291534e-05,-0.000246048,0.002315521,0.4184304,-0.4909469,0.7364691,-0.2037102
-0.02581787,-0.04440307,-0.03271484,0.005104065,-0.0001420975,-0.0006542206,0.4687845,0.2799622,0.7916729,0.0001993179,6.389618e-05,0.002671242,0.4186689,-0.490808,0.7363347,-0.2040407
-0.02481079,-0.04418945,-0.03268432,0.004676819,-0.0002641678,-0.0005931854,0.4627844,0.291962,0.8036731,0.001202583,0.0003099442,0.002663612,0.4188803,-0.4906931,0.7362042,-0.2043537
-0.02474975,-0.04492187,-0.03341674,0.004920959,-0.0001420975,-0.0007457733,0.4627844,0.291962,0.8036731,0.001256943,-0.0003881454,0.00189209,0.4190795,-0.4905841,0.7360685,-0.2046959
-0.02383422,-0.04467773,-0.03323364,0.004554749,-0.0006303787,-0.0005016327,0.4627844,0.291962,0.8036731,0.002167702,-0.0001115799,0.002038956,0.4192818,-0.4904904,0.73593,-0.2050038
-0.02459716,-0.04458617,-0.03344726,0.004493713,-0.00111866,-0.000837326,0.4717844,0.3009622,0.7796732,0.001401901,1.144409e-05,0.001786232,0.4195113,-0.4904169,0.7357704,-0.2052827
-0.02508544,-0.04443359,-0.03289794,0.004188538,-0.001149178,-0.00041008,0.4717844,0.3009622,0.7796732,0.000916481,0.0001926422,0.002298355,0.4197552,-0.49032,0.735629,-0.2055229
-0.02526855,-0.04525756,-0.03305053,0.004310608,-0.0009050369,-0.0005321503,0.4717844,0.3009622,0.7796732,0.0007333755,-0.0006017685,0.002106667,0.4199919,-0.4902226,0.7354835,-0.2057921
-0.02566528,-0.04534911,-0.03289794,0.00415802,-0.000752449,-0.0005016327,0.5047842,0.3309622,0.8036731,0.0003376007,-0.0006637573,0.002221107,0.4202242,-0.4901205,0.7353459,-0.2060528
-0.02532958,-0.04577636,-0.03363036,0.003944397,-0.0008745193,-0.0005626678,0.5047842,0.3309622,0.8036731,0.0006723404,-0.001062393,0.001454353,0.4204356,-0.4900405,0.7352079,-0.2063043
-0.02523803,-0.04541015,-0.03332519,0.004310608,-0.0007829666,-0.0002574921,0.5047842,0.3309622,0.8036731,0.0007648468,-0.000667572,0.001721382,0.4206618,-0.4899287,0.7350792,-0.2065671
-0.02496337,-0.04544067,-0.03384399,0.003822327,-0.001362801,-0.0004405975,0.5047842,0.3309622,0.8036731,0.001040459,-0.0006713867,0.001168251,0.4208836,-0.4898589,0.7349371,-0.2067862
-0.02435302,-0.04513549,-0.03390502,0.003944397,-0.001362801,-4.386902e-05,0.5047842,0.3309622,0.8036731,0.001652718,-0.0003414154,0.001072884,0.421102,-0.4897706,0.7348098,-0.2070034
-0.02496337,-0.0453186,-0.03408813,0.003822327,-0.00224781,-0.0001049042,0.5047842,0.3309622,0.8036731,0.001050949,-0.0004997253,0.0008525848,0.4213711,-0.4896977,0.7346563,-0.2071726
-0.02474975,-0.04495239,-0.03445434,0.003791809,-0.002583504,0.0003204346,0.4627844,0.3009622,0.7706729,0.00127697,-0.0001125336,0.0004501343,0.4216506,-0.4896118,0.7345154,-0.207307
-0.02401733,-0.04534911,-0.03457641,0.003944397,-0.00301075,0.0002593994,0.4627844,0.3009622,0.7706729,0.002020836,-0.0004854202,0.000289917,0.421945,-0.4895423,0.7343512,-0.207454
-0.02453613,-0.04504394,-0.03399657,0.003791809,-0.003437996,0.0007781982,0.4627844,0.3009622,0.7706729,0.001521111,-0.0001602173,0.000828743,0.4222831,-0.4894449,0.7341945,-0.2075505
-0.02474975,-0.04476928,-0.03344726,0.003395081,-0.003346443,0.0005950928,0.5017844,0.3339621,0.7916729,0.001326561,0.0001335144,0.001338959,0.4226103,-0.4893625,0.7340386,-0.2076305
-0.0256958,-0.04611205,-0.03326415,0.003517151,-0.003529549,0.0007171631,0.5017844,0.3339621,0.7916729,0.0004024506,-0.001188278,0.001479149,0.4229801,-0.4892626,0.7338682,-0.2077152
-0.02557372,-0.04525756,-0.03302001,0.003547668,-0.003651619,0.0007781982,0.5017844,0.3339621,0.7916729,0.0005493164,-0.0003147125,0.00167942,0.4233553,-0.4891587,0.7337016,-0.2077841
-0.02554321,-0.04580688,-0.03347778,0.00327301,-0.003346443,0.001083374,0.4927844,0.327962,0.7826731,0.0006027222,-0.0008468628,0.001182556,0.4237002,-0.4890469,0.73356,-0.2078446
-0.02706909,-0.0460205,-0.03292846,0.003181458,-0.003376961,0.001052856,0.4927844,0.327962,0.7826731,-0.0008945465,-0.001044273,0.001689911,0.4240793,-0.4889184,0.733416,-0.207882
-0.02713012,-0.04443359,-0.03366088,0.002876282,-0.003041267,0.001144409,0.4927844,0.327962,0.7826731,-0.0009279251,0.0005521774,0.0009231567,0.424406,-0.4887905,0.7333142,-0.2078754
-0.02737426,-0.04525756,-0.03353881,0.002937317,-0.002339363,0.001205444,0.4927844,0.3339621,0.7826731,-0.00114727,-0.0002603531,0.001010895,0.4247066,-0.4886444,0.7332283,-0.2079079
-0.02893066,-0.04421996,-0.03454589,0.002723694,-0.001484871,0.001022339,0.4927844,0.3339621,0.7826731,-0.002678871,0.0007829666,-2.193451e-05,0.4249479,-0.4884872,0.7331924,-0.2079107
-0.02874755,-0.04455566,-0.03506469,0.002998352,-0.0002641678,0.001754761,0.4927844,0.3339621,0.7826731,-0.002474785,0.0004520416,-0.0005617142,0.4251302,-0.4882676,0.7332205,-0.2079548
-0.02847289,-0.04507446,-0.03433227,0.002754211,0.0006494522,0.001571655,0.4837845,0.327962,0.7916729,-0.002185822,-6.103516e-05,0.0001516342,0.4252616,-0.4880517,0.7332621,-0.2080464
-0.02789306,-0.04495239,-0.03436279,0.002906799,0.001473427,0.001693726,0.4837845,0.327962,0.7916729,-0.001597404,6.771088e-05,0.0001058578,0.4253429,-0.4878182,0.7333322,-0.2081808
-0.02700805,-0.04434203,-0.0349121,0.00302887,0.002022743,0.001480103,0.4837845,0.327962,0.7916729,-0.0007104874,0.0006847382,-0.0004549026,0.4253651,-0.4875975,0.7334185,-0.2083484
-0.02774047,-0.04501342,-0.03564452,0.003303528,0.002205849,0.00151062,0.5047745,0.3308353,0.7555557,-0.001440048,2.193451e-05,-0.001198769,0.4253886,-0.4873604,0.7335111,-0.2085288
-0.02655029,-0.04495239,-0.03631591,0.003211975,0.002205849,0.00163269,0.5047745,0.3308353,0.7555557,-0.0002508163,8.964539e-05,-0.001878738,0.4253767,-0.4871388,0.7336129,-0.2087131
-0.02523803,-0.0447998,-0.03659057,0.003364563,0.00193119,0.001449585,0.5047745,0.3308353,0.7555557,0.001055717,0.00025177,-0.00216198,0.4253541,-0.4869447,0.7336963,-0.2089187
-0.02566528,-0.04489135,-0.03723144,0.003364563,0.0009241104,0.001571655,0.4897745,0.336835,0.7885559,0.0006303787,0.0001678467,-0.002814293,0.4253844,-0.486759,0.7337586,-0.2090706
-0.02624511,-0.04486083,-0.03695678,0.003303528,0.0004663467,0.001419067,0.4897745,0.336835,0.7885559,5.626678e-05,0.00020504,-0.002552986,0.4254503,-0.4865821,0.7338012,-0.209199
-0.02551269,-0.04516601,-0.03692626,0.003303528,0.0002222061,0.001327515,0.4897745,0.336835,0.7885559,0.0007915497,-9.059906e-05,-0.002536774,0.4255179,-0.4864239,0.7338268,-0.2093394
-0.02590942,-0.04544067,-0.0364685,0.003730774,-0.0007219315,0.00138855,0.4717746,0.3308353,0.7405557,0.0004043579,-0.0003528595,-0.002102852,0.4256719,-0.4862565,0.7338116,-0.2094689
-0.02630615,-0.04595947,-0.03634643,0.003425598,-0.001088142,0.001296997,0.4717746,0.3308353,0.7405557,2.002716e-05,-0.0008602142,-0.002004623,0.4258448,-0.4861055,0.7337813,-0.2095739
-0.02618408,-0.04571532,-0.03485107,0.003456116,-0.001759529,0.001358032,0.4717746,0.3308353,0.7405557,0.0001583099,-0.0006036758,-0.000538826,0.426083,-0.4859522,0.7337183,-0.209666
-0.02633666,-0.04626464,-0.03503417,0.003639221,-0.001820564,0.001327515,0.4627747,0.321835,0.8035559,2.288818e-05,-0.001137733,-0.0007543564,0.4263317,-0.4857965,0.7336466,-0.2097721
-0.02633666,-0.04632568,-0.03460693,0.003791809,-0.002278328,0.001327515,0.4627747,0.321835,0.8035559,4.196167e-05,-0.001182556,-0.0003633499,0.4266194,-0.485641,0.7335531,-0.2098747
-0.02651977,-0.04669189,-0.03482055,0.003303528,-0.002552986,0.001327515,0.4627747,0.321835,0.8035559,-0.0001211166,-0.001535416,-0.0006103516,0.4269039,-0.4855061,0.7334579,-0.2099407
-0.02627563,-0.04626464,-0.03375243,0.00315094,-0.00212574,0.00138855,0.4927747,0.3278351,0.7825558,0.0001430511,-0.001094818,0.0004243851,0.4271739,-0.4853612,0.7333742,-0.2100191
-0.02783203,-0.04650878,-0.03393554,0.003211975,-0.00224781,0.001174927,0.4927747,0.3278351,0.7825558,-0.001390457,-0.001325607,0.0002069473,0.427472,-0.4852109,0.733283,-0.2100784
-0.02832031,-0.04620361,-0.03363036,0.002967834,-0.001667976,0.001113892,0.4927747,0.3278351,0.7825558,-0.001857758,-0.001008987,0.0004806519,0.4277392,-0.4850541,0.7332143,-0.2101364
-0.02816772,-0.04598998,-0.03424072,0.002967834,-0.001545906,0.0008087158,0.4747745,0.3038352,0.7525558,-0.00168705,-0.0007839203,-0.0001592636,0.4279778,-0.4849183,0.7331462,-0.2102016
-0.02685546,-0.04644775,-0.03359985,0.002845764,-0.001545906,0.0007781982,0.4747745,0.3038352,0.7525558,-0.0003614426,-0.001227379,0.0004520416,0.4282038,-0.4848018,0.7330637,-0.210298
-0.02667236,-0.04553222,-0.03320312,0.002784729,-0.001301765,0.0009307861,0.4747745,0.3038352,0.7525558,-0.000164032,-0.0003004074,0.0008220673,0.4284154,-0.4846727,0.7330002,-0.2103856
-0.02676391,-0.04647826,-0.03375243,0.002662659,-0.001362801,0.0005340576,0.4927747,0.3188351,0.7765558,-0.0002450943,-0.001232147,0.000246048,0.4286143,-0.4845757,0.7329192,-0.2104865
-0.02661132,-0.04678344,-0.03414916,0.002479553,-0.001515388,0.0006256104,0.4927747,0.3188351,0.7765558,-8.201599e-05,-0.001524925,-0.0001754761,0.4288067,-0.4844877,0.7328402,-0.2105723
-0.02679443,-0.04656982,-0.03372192,0.002479553,-0.001820564,0.0006256104,0.4927747,0.3188351,0.7765558,-0.0002527237,-0.001297951,0.0002241135,0.4290258,-0.4843991,0.7327499,-0.2106438
-0.0265808,-0.04678344,-0.03430175,0.002662659,-0.00224781,0.0005645752,0.4567746,0.3308353,0.7405557,-2.479553e-05,-0.001498222,-0.0003843307,0.4292595,-0.4843222,0.732644,-0.2107133
-0.02603149,-0.04699706,-0.03359985,0.002571106,-0.002308846,0.0005645752,0.4567746,0.3308353,0.7405557,0.0005369186,-0.001696587,0.0002880096,0.4294983,-0.4842524,0.7325265,-0.2107952
-0.02728271,-0.04495239,-0.03402709,0.002632141,-0.002430916,0.0006866455,0.4567746,0.3308353,0.7405557,-0.0006952286,0.0003566742,-0.000166893,0.4297489,-0.4841582,0.7324377,-0.2108099
-0.02597045,-0.04583739,-0.034729,0.002571106,-0.002552986,0.0008392334,0.5227746,0.336835,0.794556,0.0006332397,-0.0005178452,-0.0008955002,0.4299741,-0.4840833,0.7323455,-0.210843
-0.02667236,-0.04614257,-0.03430175,0.002845764,-0.002186775,0.0008087158,0.5227746,0.336835,0.794556,-5.340576e-05,-0.0008106232,-0.0004968643,0.4302095,-0.4839844,0.7322552,-0.2109031
-0.02719116,-0.04690551,-0.03448486,0.002815247,-0.001820564,0.001083374,0.5227746,0.336835,0.794556,-0.0005559921,-0.001563072,-0.0007076263,0.4304358,-0.4838623,0.7321842,-0.2109684
-0.02752685,-0.04678344,-0.034729,0.002693176,-0.001637459,0.0009613037,0.4717746,0.3308353,0.7555557,-0.0008764267,-0.001430511,-0.0009765625,0.4306445,-0.4837453,0.7321219,-0.211027
-0.02752685,-0.04687499,-0.03448486,0.002815247,-0.001179695,0.000869751,0.4717746,0.3308353,0.7555557,-0.0008640289,-0.00151062,-0.0007581711,0.4308353,-0.483621,0.7320661,-0.2111161
-0.02746581,-0.04605102,-0.03454589,0.002845764,-0.00111866,0.001083374,0.4717746,0.3308353,0.7555557,-0.0007886887,-0.0006771088,-0.0008430481,0.4310199,-0.4834822,0.7320284,-0.2111879
-0.02716064,-0.04663085,-0.0343933,0.002723694,-0.0009355545,0.001327515,0.4717746,0.3308353,0.7555557,-0.0004701614,-0.00124836,-0.0007133484,0.4311939,-0.4833354,0.7319996,-0.2112685
-0.02685546,-0.04589843,-0.03411864,0.002906799,-0.001027107,0.001724243,0.4717746,0.3308353,0.7555557,-0.0001478195,-0.0005073547,-0.000462532,0.4313821,-0.4831625,0.7319829,-0.2113379
-0.02642822,-0.04571532,-0.03320312,0.003059387,-0.0009050369,0.001205444,0.4717746,0.3308353,0.7555557,0.0002908707,-0.0003118515,0.0004262924,0.4315702,-0.4830106,0.7319397,-0.2114504
-0.02688598,-0.04565429,-0.03335571,0.003242493,-0.001057625,0.001449585,0.4717746,0.306835,0.764556,-0.0001506805,-0.0002393723,0.000246048,0.4317808,-0.4828369,0.7319017,-0.2115487
-0.02703857,-0.04562377,-0.03384399,0.003089905,-0.000752449,0.001419067,0.4717746,0.306835,0.764556,-0.0002889633,-0.0001993179,-0.0002660751,0.4319601,-0.4826666,0.7318812,-0.2116425
-0.02764892,-0.04605102,-0.03381347,0.002937317,-0.0009660721,0.001358032,0.4717746,0.306835,0.764556,-0.0008831024,-0.000617981,-0.0002613068,0.4321567,-0.4825015,0.7318518,-0.211719
-0.02664184,-0.04617309,-0.03381347,0.003089905,-0.0008440018,0.001571655,0.4687747,0.3578351,0.7615558,0.0001373291,-0.0007295609,-0.0002861023,0.4323387,-0.482331,0.7318273,-0.2118209
-0.02789306,-0.04730223,-0.03363036,0.003395081,-0.0007829666,0.00163269,0.4687747,0.3578351,0.7615558,-0.001097679,-0.001846313,-0.0001335144,0.4325586,-0.482132,0.7317941,-0.2119397
-0.02682495,-0.04702758,-0.0336914,0.00302887,-0.0008134842,0.001907349,0.4687747,0.3578351,0.7615558,-1.430511e-05,-0.001561165,-0.0002202988,0.43275,-0.4819438,0.7317755,-0.2120408
